,geneid_x,cid,druggroup,drugaction,geneid_y,aid,acname,acvalue
391,3791,24812717,experimental,,,,,
392,3791,24812719,experimental,,,,,
393,3791,24812718,experimental,,,,,
394,3791,24941243,experimental,,,,,
395,3791,9822610,experimental,,,,,
396,3791,25102847,approved; investigational,antagonist,3791.0,1235512.0,INH,0.006999999999999999
397,3791,25102847,approved; investigational,antagonist,3791.0,1276889.0,IC50,3.5e-05
398,3791,25102847,approved; investigational,antagonist,3791.0,1276894.0,IC50,7.8
399,3791,11167602,approved,inhibitor,,,,
400,3791,24826799,approved; investigational,inhibitor,,,,
401,3791,9823820,approved; investigational,inhibitor,,,,
402,3791,9809715,approved,inhibitor,,,,
403,3791,11671467,approved; investigational,inhibitor,,,,
404,3791,67462786,approved; investigational,substrate,2263.0,1340071.0,IC50,0.0044670000000000005
405,3791,42642645,investigational,,2263.0,625131.0,Kd,0.8
406,3791,42642645,investigational,,5156.0,1318748.0,IC50,0.0036
407,3791,42642645,investigational,,5156.0,1330830.0,IC50,0.0036
408,3791,42642645,investigational,,5159.0,1318749.0,IC50,0.0096
409,3791,42642645,investigational,,5159.0,1330831.0,IC50,0.0096
410,3791,42642645,investigational,,7048.0,624909.0,Kd,10.0
411,3791,42642645,investigational,,3791.0,1235501.0,IC50,0.00486
412,3791,42642645,investigational,,3791.0,1235512.0,INH,0.0008
413,3791,42642645,investigational,,3791.0,1276899.0,IC50,0.0009
414,3791,42642645,investigational,,3791.0,1304955.0,IC50,0.0009
415,3791,42642645,investigational,,3791.0,1318774.0,IC50,0.00086
416,3791,42642645,investigational,,3791.0,1330826.0,IC50,0.00086
417,2324,216239,approved; investigational,antagonist,2263.0,507946.0,Kd,2.7
418,2324,216239,approved; investigational,antagonist,2263.0,625131.0,Kd,2.7
419,2324,216239,approved; investigational,antagonist,2263.0,1433.0,Kd,2.7
420,2324,216239,approved; investigational,antagonist,2263.0,435290.0,Kd,2.7
421,2324,216239,approved; investigational,antagonist,7048.0,624909.0,Kd,6.9
422,2324,216239,approved; investigational,antagonist,7048.0,508108.0,Kd,10.0
423,2324,216239,approved; investigational,antagonist,7048.0,435693.0,Kd,10.0
424,2324,216239,approved; investigational,antagonist,3791.0,1122066.0,IC50,0.00106
425,2324,216239,approved; investigational,antagonist,3791.0,1231899.0,IC50,0.00047999999999999996
426,2324,216239,approved; investigational,antagonist,3791.0,1245568.0,IC50,0.09
427,2324,216239,approved; investigational,antagonist,3791.0,1254828.0,IC50,0.00047999999999999996
428,2324,216239,approved; investigational,antagonist,3791.0,1266269.0,IC50,0.0012
429,2324,216239,approved; investigational,antagonist,3791.0,1270934.0,IC50,0.1
430,2324,216239,approved; investigational,antagonist,3791.0,1271026.0,IC50,0.09
431,2324,216239,approved; investigational,antagonist,3791.0,1275675.0,IC50,0.01
432,2324,216239,approved; investigational,antagonist,3791.0,1276910.0,IC50,0.07200000000000001
433,2324,216239,approved; investigational,antagonist,3791.0,1287618.0,IC50,0.09
434,2324,5329102,approved; investigational,inhibitor,2263.0,507946.0,Kd,0.57
435,2324,5329102,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.57
436,2324,5329102,approved; investigational,inhibitor,2263.0,1433.0,Kd,0.57
437,2324,5329102,approved; investigational,inhibitor,2263.0,256654.0,Kd,0.53
438,2324,5329102,approved; investigational,inhibitor,2263.0,383305.0,Kd,0.53
439,2324,5329102,approved; investigational,inhibitor,2263.0,435290.0,Kd,0.57
440,2324,5329102,approved; investigational,inhibitor,7048.0,508108.0,Kd,10.0
441,2324,5329102,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
442,2324,5329102,approved; investigational,inhibitor,7048.0,435693.0,Kd,10.0
443,2324,5329102,approved; investigational,inhibitor,3791.0,216911.0,IC50,0.08
444,2324,5329102,approved; investigational,inhibitor,3791.0,1271026.0,IC50,0.08
445,2324,5329102,approved; investigational,inhibitor,3791.0,1276910.0,IC50,0.018000000000000002
446,2324,151194,investigational,,2263.0,625131.0,Kd,10.0
447,2324,151194,investigational,,2263.0,435290.0,Kd,10.0
448,2324,151194,investigational,,7048.0,624909.0,Kd,10.0
449,2324,151194,investigational,,7048.0,435693.0,Kd,10.0
450,2324,151194,investigational,,2321.0,261931.0,IC50,0.14
451,2324,151194,investigational,,2321.0,263456.0,IC50,0.14
452,2324,151194,investigational,,2321.0,392542.0,IC50,0.14
453,2324,151194,investigational,,3791.0,261930.0,IC50,0.054000000000000006
454,2324,151194,investigational,,3791.0,216904.0,IC50,0.037000000000000005
455,2324,151194,investigational,,3791.0,241758.0,IC50,0.16
456,2324,151194,investigational,,3791.0,263455.0,IC50,0.054000000000000006
457,2324,151194,investigational,,3791.0,392541.0,IC50,0.054000000000000006
458,2324,151194,investigational,,3791.0,417885.0,IC50,0.054000000000000006
459,2324,151194,investigational,,3791.0,1270934.0,IC50,0.18
460,2324,151194,investigational,,3791.0,1271026.0,IC50,0.043
461,2324,151194,investigational,,3791.0,1287676.0,IC50,0.043
462,2324,11973736,investigational,,,,,
463,2324,10113978,approved,,2263.0,625131.0,Kd,0.21
464,2324,10113978,approved,,2263.0,1433.0,Kd,0.21
465,2324,10113978,approved,,2263.0,435290.0,Kd,0.21
466,2324,10113978,approved,,7048.0,624909.0,Kd,3.0
467,2324,10113978,approved,,7048.0,435693.0,Kd,10.0
468,2324,10113978,approved,,3791.0,1069705.0,IC50,0.03
469,2324,6450551,approved; investigational,inhibitor,2263.0,625131.0,Kd,0.11
470,2324,6450551,approved; investigational,inhibitor,7048.0,624909.0,Kd,10.0
471,2324,11167602,approved,inhibitor,,,,
472,2324,9823820,approved; investigational,inhibitor,,,,
473,2324,9809715,approved,inhibitor,,,,
474,2324,11671467,approved; investigational,inhibitor,,,,
